#int_mass winds winds_init
0.5 5.73787403E-98 8.86229314E-99
0.6 1.85127500E-97 1.31073447E-98
0.7 2.08810077E-97 1.50324290E-98
0.8 2.24064466E-97 1.68967893E-98
0.9 2.21651648E-97 1.86526158E-98
1.0 2.38290391E-97 2.03847538E-98
1.1 2.69020646E-97 2.14157699E-98
1.2 2.83195383E-97 2.38637463E-98
1.3 2.77497833E-97 2.55759655E-98
1.4 2.93575119E-97 2.73269391E-98
1.5 2.90222319E-97 2.92251702E-98
1.6 2.79659452E-97 3.09515805E-98
1.7 3.14268653E-97 3.16881520E-98
1.8 3.17859200E-97 3.21920119E-98
1.9 3.20550795E-97 3.26565611E-98
2.0 3.46665308E-97 3.30814239E-98
