#wind_eta winds winds_init
0.5 3.83902317E-98 1.82174304E-98
0.6 6.43486063E-98 2.06554274E-98
0.7 8.71096886E-59 2.25478991E-98
0.8 7.05122537E-55 2.44266736E-98
0.9 2.79802720E-43 2.54167841E-98
1.0 1.22986452E-41 2.65733449E-98
1.1 3.02084473E-40 2.79413332E-98
1.2 1.07878888E-41 2.85912923E-98
1.3 1.95841383E-41 3.02730861E-98
1.4 2.39834460E-41 3.14335632E-98
1.5 2.55305391E-41 3.25201717E-98
1.6 2.75571867E-41 3.35626682E-98
1.7 2.83734214E-41 3.43138767E-98
1.8 3.37410573E-41 3.49619466E-98
1.9 3.30074526E-41 3.55123165E-98
2.0 3.63486556E-41 3.60214875E-98
