#int_mass winds winds_init
0.5 2.92740236E-98 8.86229314E-99
0.6 7.38533168E-80 1.31073447E-98
0.7 5.03610195E-77 1.50324290E-98
0.8 9.51376781E-77 1.68967893E-98
0.9 1.96475229E-76 1.86526158E-98
1.0 2.17051192E-76 2.03847538E-98
1.1 1.82238145E-77 2.14157699E-98
1.2 1.75330253E-76 2.38637463E-98
1.3 2.09932829E-76 2.55759655E-98
1.4 1.78441296E-76 2.73269391E-98
1.5 3.31951017E-76 2.92251702E-98
1.6 4.37422981E-76 3.09515805E-98
1.7 3.53540841E-76 3.16881520E-98
1.8 4.20451777E-76 3.21920119E-98
1.9 4.56873351E-76 3.26565611E-98
2.0 3.09378122E-76 3.30814239E-98
