#int_mass winds winds_init
0.5 2.29628266E-98 8.86229314E-99
0.6 1.61854663E-98 1.31073447E-98
0.7 2.29002222E-98 1.50324290E-98
0.8 2.15337871E-98 1.68967893E-98
0.9 2.35171892E-98 1.86526158E-98
1.0 1.75164222E-96 2.03847538E-98
1.1 3.28345838E-98 2.14157699E-98
1.2 4.25116924E-88 2.38637463E-98
1.3 3.15054442E-90 2.55759655E-98
1.4 1.26055998E-87 2.73269391E-98
1.5 1.83132906E-90 2.92251702E-98
1.6 1.91825252E-87 3.09515805E-98
1.7 8.65623453E-87 3.16881520E-98
1.8 6.30537463E-88 3.21920119E-98
1.9 1.13670378E-87 3.26565611E-98
2.0 1.69240316E-89 3.30814239E-98
