#int_mass winds winds_init
0.5 2.24582637E-98 8.86289605E-99
0.6 3.69608511E-98 1.31082364E-98
0.7 5.51160040E-98 1.50334517E-98
0.8 5.27401301E-98 1.68979388E-98
0.9 3.90843903E-98 1.86538847E-98
1.0 5.29864433E-96 2.03861406E-98
1.1 2.70074556E-98 2.14172269E-98
1.2 8.23997483E-88 2.38653698E-98
1.3 6.70788307E-90 2.55777055E-98
1.4 2.52811683E-87 2.73287982E-98
1.5 4.33134339E-90 2.92271584E-98
1.6 4.01301325E-87 3.09536862E-98
1.7 1.84134874E-86 3.16903078E-98
1.8 1.36408080E-87 3.21942020E-98
1.9 2.49327657E-87 3.26587827E-98
2.0 2.28515752E-90 3.30836744E-98
