#wind_eta winds winds_init
0.5 1.74376400E-87 1.82174304E-98
0.6 3.47338115E-87 2.06554274E-98
0.7 3.57490304E-84 2.25478991E-98
0.8 7.89556454E-83 2.44266736E-98
0.9 7.89481455E-82 2.54167841E-98
1.0 2.22411090E-75 2.65733449E-98
1.1 1.75183228E-84 2.79413332E-98
1.2 1.35906369E-78 2.85912923E-98
1.3 3.59827350E-85 3.02730861E-98
1.4 3.92274631E-84 3.14335632E-98
1.5 3.72999866E-82 3.25201717E-98
1.6 5.36137451E-80 3.35626682E-98
1.7 5.30912819E-85 3.43138767E-98
1.8 2.62829820E-85 3.49619466E-98
1.9 1.90264590E-85 3.55123165E-98
2.0 3.67271774E-83 3.60214875E-98
